variant,trial,sweep,energy
ideal,5,85,-2.0
ideal,5,86,1.0
ideal,5,87,-2.0
ideal,5,88,-1.0
ideal,5,89,-1.0
ideal,5,90,-1.0
ideal,5,91,-2.0
ideal,5,92,0.0
ideal,5,93,0.0
ideal,5,94,0.0
ideal,5,95,-1.0
ideal,5,96,-2.0
ideal,5,97,-2.0
ideal,5,98,-2.0
ideal,5,99,-2.0
ideal,5,100,-2.0
ideal,5,101,-2.0
ideal,5,102,-2.0
ideal,5,103,-2.0
ideal,5,104,-2.0
ideal,5,105,-2.0
ideal,5,106,-2.0
ideal,5,107,-2.0
ideal,5,108,-2.0
ideal,5,109,-2.0
ideal,5,110,-2.0
ideal,5,111,-1.0
ideal,5,112,-2.0
ideal,5,113,-2.0
ideal,5,114,-2.0
ideal,5,115,-2.0
ideal,5,116,-1.0
ideal,5,117,-1.0
ideal,5,118,1.0
ideal,5,119,0.0
ideal,5,120,-1.0
ideal,5,121,-2.0
ideal,5,122,-2.0
ideal,5,123,-2.0
ideal,5,124,-2.0
ideal,5,125,-2.0
ideal,5,126,-2.0
ideal,5,127,-2.0
ideal,5,128,-2.0
ideal,5,129,-2.0
ideal,5,130,-2.0
ideal,5,131,-2.0
ideal,5,132,-1.0
ideal,5,133,-2.0
ideal,5,134,-1.0
ideal,5,135,0.0
ideal,5,136,-2.0
ideal,5,137,-2.0
ideal,5,138,-2.0
ideal,5,139,-2.0
ideal,5,140,-2.0
ideal,5,141,-2.0
ideal,5,142,-2.0
ideal,5,143,-2.0
ideal,5,144,-2.0
ideal,5,145,-2.0
ideal,5,146,-2.0
ideal,5,147,-2.0
ideal,5,148,-2.0
ideal,5,149,-2.0
ideal,5,150,-2.0
ideal,5,151,-2.0
ideal,5,152,-2.0
ideal,5,153,-2.0
ideal,5,154,-2.0
ideal,5,155,-2.0
ideal,5,156,-2.0
ideal,5,157,-2.0
ideal,5,158,-2.0
ideal,5,159,-2.0
ideal,5,160,-2.0
ideal,5,161,-2.0
ideal,5,162,-2.0
ideal,5,163,-2.0
ideal,5,164,-2.0
ideal,5,165,-2.0
ideal,5,166,-2.0
ideal,5,167,-2.0
ideal,5,168,-2.0
ideal,5,169,-2.0
ideal,5,170,-2.0
ideal,5,171,-2.0
ideal,5,172,-2.0
ideal,5,173,-2.0
ideal,5,174,-2.0
ideal,5,175,-2.0
ideal,5,176,-2.0
ideal,5,177,-2.0
ideal,5,178,-2.0
ideal,5,179,-2.0
ideal,5,180,-2.0
ideal,5,181,-2.0
ideal,5,182,-2.0
ideal,5,183,-2.0
ideal,5,184,-2.0
ideal,5,185,-2.0
ideal,5,186,-2.0
ideal,5,187,-2.0
ideal,5,188,-2.0
ideal,5,189,-2.0
ideal,5,190,-2.0
ideal,5,191,-2.0
ideal,5,192,-2.0
ideal,5,193,-2.0
ideal,5,194,-2.0
ideal,5,195,-2.0
ideal,5,196,-2.0
ideal,5,197,-2.0
ideal,5,198,-2.0
ideal,5,199,-2.0
ideal,5,200,-2.0
ideal,6,0,0.0
ideal,6,1,1.0
ideal,6,2,-1.0
ideal,6,3,0.0
ideal,6,4,1.0
ideal,6,5,3.0
ideal,6,6,0.0
ideal,6,7,-1.0
ideal,6,8,1.0
ideal,6,9,0.0
ideal,6,10,0.0
ideal,6,11,0.0
ideal,6,12,-2.0
ideal,6,13,1.0
ideal,6,14,0.0
ideal,6,15,0.0
ideal,6,16,0.0
ideal,6,17,-2.0
ideal,6,18,-2.0
ideal,6,19,0.0
ideal,6,20,1.0
ideal,6,21,1.0
ideal,6,22,-2.0
ideal,6,23,0.0
ideal,6,24,-1.0
ideal,6,25,-1.0
ideal,6,26,0.0
ideal,6,27,0.0
ideal,6,28,1.0
ideal,6,29,-2.0
ideal,6,30,-1.0
ideal,6,31,-2.0
ideal,6,32,-1.0
ideal,6,33,-2.0
ideal,6,34,-1.0
ideal,6,35,0.0
ideal,6,36,0.0
ideal,6,37,-2.0
ideal,6,38,0.0
ideal,6,39,0.0
ideal,6,40,-1.0
ideal,6,41,1.0
ideal,6,42,0.0
ideal,6,43,-2.0
ideal,6,44,-1.0
ideal,6,45,-2.0
ideal,6,46,0.0
ideal,6,47,-2.0
ideal,6,48,-1.0
ideal,6,49,-2.0
ideal,6,50,0.0
ideal,6,51,1.0
ideal,6,52,-2.0
ideal,6,53,0.0
ideal,6,54,-2.0
ideal,6,55,-1.0
ideal,6,56,-2.0
ideal,6,57,1.0
ideal,6,58,1.0
ideal,6,59,0.0
ideal,6,60,0.0
ideal,6,61,-1.0
ideal,6,62,-2.0
ideal,6,63,-2.0
ideal,6,64,0.0
ideal,6,65,-2.0
ideal,6,66,-1.0
ideal,6,67,0.0
ideal,6,68,-2.0
ideal,6,69,-1.0
ideal,6,70,-2.0
ideal,6,71,0.0
ideal,6,72,0.0
ideal,6,73,-1.0
ideal,6,74,-1.0
ideal,6,75,0.0
ideal,6,76,1.0
ideal,6,77,0.0
ideal,6,78,0.0
ideal,6,79,-1.0
ideal,6,80,-2.0
ideal,6,81,-1.0
ideal,6,82,-1.0
ideal,6,83,1.0
ideal,6,84,-2.0
ideal,6,85,1.0
ideal,6,86,-2.0
ideal,6,87,-2.0
ideal,6,88,-2.0
ideal,6,89,-2.0
ideal,6,90,-2.0
ideal,6,91,-2.0
ideal,6,92,-2.0
ideal,6,93,-2.0
ideal,6,94,-2.0
ideal,6,95,0.0
ideal,6,96,-2.0
ideal,6,97,1.0
ideal,6,98,-2.0
ideal,6,99,-2.0
ideal,6,100,-1.0
ideal,6,101,-1.0
ideal,6,102,-2.0
ideal,6,103,-2.0
ideal,6,104,0.0
ideal,6,105,-2.0
ideal,6,106,-2.0
ideal,6,107,-2.0
ideal,6,108,-2.0
ideal,6,109,-2.0
ideal,6,110,-2.0
ideal,6,111,-2.0
ideal,6,112,-2.0
ideal,6,113,-2.0
ideal,6,114,-2.0
ideal,6,115,-2.0
ideal,6,116,-2.0
ideal,6,117,-1.0
ideal,6,118,-1.0
ideal,6,119,-2.0
ideal,6,120,-2.0
ideal,6,121,-2.0
ideal,6,122,-1.0
ideal,6,123,-2.0
ideal,6,124,-2.0
ideal,6,125,-2.0
ideal,6,126,-2.0
ideal,6,127,-2.0
ideal,6,128,-2.0
ideal,6,129,-2.0
ideal,6,130,-2.0
ideal,6,131,-2.0
ideal,6,132,-2.0
ideal,6,133,-2.0
ideal,6,134,-2.0
ideal,6,135,-2.0
ideal,6,136,-2.0
ideal,6,137,-2.0
ideal,6,138,-2.0
ideal,6,139,-2.0
ideal,6,140,-2.0
ideal,6,141,-2.0
ideal,6,142,-2.0
ideal,6,143,-2.0
ideal,6,144,-2.0
ideal,6,145,-2.0
ideal,6,146,-2.0
ideal,6,147,-1.0
ideal,6,148,-2.0
ideal,6,149,-2.0
ideal,6,150,-2.0
ideal,6,151,-2.0
ideal,6,152,-2.0
ideal,6,153,-2.0
ideal,6,154,-2.0
ideal,6,155,-2.0
ideal,6,156,-2.0
ideal,6,157,-2.0
ideal,6,158,-2.0
ideal,6,159,-2.0
ideal,6,160,-2.0
ideal,6,161,-2.0
ideal,6,162,-2.0
ideal,6,163,-2.0
ideal,6,164,-2.0
ideal,6,165,-2.0
ideal,6,166,-2.0
ideal,6,167,-2.0
ideal,6,168,-2.0
ideal,6,169,-2.0
ideal,6,170,-2.0
ideal,6,171,-2.0
ideal,6,172,-2.0
ideal,6,173,-2.0
ideal,6,174,-2.0
ideal,6,175,-2.0
ideal,6,176,-2.0
ideal,6,177,-2.0
ideal,6,178,-2.0
ideal,6,179,-2.0
ideal,6,180,-2.0
ideal,6,181,-2.0
ideal,6,182,-2.0
ideal,6,183,-2.0
ideal,6,184,-2.0
ideal,6,185,-2.0
ideal,6,186,-2.0
ideal,6,187,-2.0
ideal,6,188,-2.0
ideal,6,189,-2.0
ideal,6,190,-2.0
ideal,6,191,-2.0
ideal,6,192,-2.0
ideal,6,193,-2.0
ideal,6,194,-2.0
ideal,6,195,-2.0
ideal,6,196,-2.0
ideal,6,197,-2.0
ideal,6,198,-2.0
ideal,6,199,-2.0
ideal,6,200,-2.0
ideal,7,0,-2.0
ideal,7,1,1.0
ideal,7,2,0.0
ideal,7,3,0.0
ideal,7,4,-2.0
ideal,7,5,1.0
ideal,7,6,-1.0
ideal,7,7,0.0
ideal,7,8,-1.0
ideal,7,9,-2.0
ideal,7,10,1.0
ideal,7,11,0.0
ideal,7,12,1.0
ideal,7,13,0.0
ideal,7,14,-1.0
ideal,7,15,-1.0
ideal,7,16,0.0
ideal,7,17,0.0
ideal,7,18,-1.0
ideal,7,19,-1.0
ideal,7,20,-1.0
ideal,7,21,0.0
ideal,7,22,0.0
ideal,7,23,-1.0
ideal,7,24,-2.0
ideal,7,25,0.0
ideal,7,26,-1.0
ideal,7,27,0.0
ideal,7,28,1.0
ideal,7,29,-1.0
ideal,7,30,0.0
ideal,7,31,0.0
ideal,7,32,-1.0
ideal,7,33,-2.0
ideal,7,34,0.0
ideal,7,35,-2.0
ideal,7,36,0.0
ideal,7,37,-2.0
ideal,7,38,0.0
ideal,7,39,1.0
ideal,7,40,-2.0
ideal,7,41,-1.0
ideal,7,42,1.0
ideal,7,43,0.0
ideal,7,44,-2.0
ideal,7,45,-2.0
ideal,7,46,0.0
ideal,7,47,-1.0
ideal,7,48,-1.0
ideal,7,49,0.0
ideal,7,50,-2.0
ideal,7,51,-2.0
ideal,7,52,-2.0
ideal,7,53,0.0
ideal,7,54,0.0
ideal,7,55,-2.0
ideal,7,56,-1.0
ideal,7,57,-2.0
ideal,7,58,-2.0
ideal,7,59,0.0
ideal,7,60,0.0
ideal,7,61,-2.0
ideal,7,62,-2.0
ideal,7,63,-2.0
ideal,7,64,-2.0
ideal,7,65,-2.0
ideal,7,66,-1.0
ideal,7,67,-2.0
ideal,7,68,-2.0
ideal,7,69,1.0
ideal,7,70,-2.0
ideal,7,71,1.0
ideal,7,72,-2.0
ideal,7,73,-1.0
ideal,7,74,0.0
ideal,7,75,-1.0
ideal,7,76,-1.0
ideal,7,77,-2.0
ideal,7,78,0.0
ideal,7,79,0.0
ideal,7,80,-1.0
ideal,7,81,1.0
ideal,7,82,0.0
ideal,7,83,-2.0
ideal,7,84,-2.0
ideal,7,85,-2.0
ideal,7,86,0.0
ideal,7,87,-1.0
ideal,7,88,-2.0
ideal,7,89,-2.0
ideal,7,90,-2.0
ideal,7,91,-2.0
ideal,7,92,0.0
ideal,7,93,-2.0
ideal,7,94,-2.0
ideal,7,95,-2.0
ideal,7,96,-1.0
ideal,7,97,-2.0
ideal,7,98,-2.0
ideal,7,99,-2.0
ideal,7,100,-1.0
ideal,7,101,-2.0
ideal,7,102,-2.0
ideal,7,103,-2.0
ideal,7,104,-2.0
ideal,7,105,-2.0
ideal,7,106,-1.0
ideal,7,107,-2.0
ideal,7,108,-1.0
ideal,7,109,-1.0
ideal,7,110,1.0
ideal,7,111,-2.0
ideal,7,112,-2.0
ideal,7,113,0.0
ideal,7,114,-2.0
ideal,7,115,-2.0
ideal,7,116,-1.0
ideal,7,117,-2.0
ideal,7,118,-1.0
ideal,7,119,-1.0
ideal,7,120,-2.0
ideal,7,121,-2.0
ideal,7,122,-2.0
ideal,7,123,-2.0
ideal,7,124,-2.0
ideal,7,125,-2.0
ideal,7,126,-2.0
ideal,7,127,-2.0
ideal,7,128,-2.0
ideal,7,129,-2.0
ideal,7,130,-2.0
ideal,7,131,-2.0
ideal,7,132,-2.0
ideal,7,133,-2.0
ideal,7,134,-2.0
ideal,7,135,-2.0
ideal,7,136,-2.0
ideal,7,137,-2.0
ideal,7,138,-2.0
ideal,7,139,-2.0
ideal,7,140,-2.0
ideal,7,141,-2.0
ideal,7,142,-2.0
ideal,7,143,-2.0
ideal,7,144,-2.0
ideal,7,145,-2.0
ideal,7,146,-2.0
ideal,7,147,-2.0
ideal,7,148,-2.0
ideal,7,149,-2.0
ideal,7,150,-2.0
ideal,7,151,-2.0
ideal,7,152,-1.0
ideal,7,153,-1.0
ideal,7,154,-1.0
ideal,7,155,-2.0
ideal,7,156,-2.0
ideal,7,157,-2.0
ideal,7,158,-2.0
ideal,7,159,-2.0
ideal,7,160,-2.0
ideal,7,161,-2.0
ideal,7,162,-2.0
ideal,7,163,-2.0
ideal,7,164,-2.0
ideal,7,165,-2.0
ideal,7,166,-2.0
ideal,7,167,-2.0
ideal,7,168,-2.0
ideal,7,169,-2.0
ideal,7,170,-2.0
ideal,7,171,-2.0
ideal,7,172,-2.0
ideal,7,173,-2.0
ideal,7,174,-2.0
ideal,7,175,-2.0
ideal,7,176,-2.0
ideal,7,177,-2.0
ideal,7,178,-2.0
ideal,7,179,-2.0
ideal,7,180,-2.0
ideal,7,181,-2.0
ideal,7,182,-2.0
ideal,7,183,-2.0
ideal,7,184,-2.0
ideal,7,185,-2.0
ideal,7,186,-2.0
ideal,7,187,-2.0
ideal,7,188,-2.0
ideal,7,189,-2.0
ideal,7,190,-2.0
ideal,7,191,-2.0
ideal,7,192,-2.0
ideal,7,193,-2.0
ideal,7,194,-2.0
ideal,7,195,-2.0
ideal,7,196,-2.0
ideal,7,197,-2.0
ideal,7,198,-2.0
ideal,7,199,-2.0
ideal,7,200,-2.0
quantized,0,0,1.0
quantized,0,1,3.0
quantized,0,2,-2.0
quantized,0,3,0.0
quantized,0,4,0.0
quantized,0,5,3.0
quantized,0,6,1.0
quantized,0,7,1.0
quantized,0,8,-2.0
quantized,0,9,3.0
quantized,0,10,-1.0
quantized,0,11,-1.0
quantized,0,12,0.0
quantized,0,13,-2.0
quantized,0,14,0.0
quantized,0,15,-1.0
quantized,0,16,1.0
quantized,0,17,0.0
quantized,0,18,-1.0
quantized,0,19,1.0
quantized,0,20,-1.0
quantized,0,21,1.0
quantized,0,22,-1.0
quantized,0,23,-2.0
quantized,0,24,-1.0
quantized,0,25,0.0
quantized,0,26,-1.0
quantized,0,27,-2.0
quantized,0,28,-1.0
quantized,0,29,-1.0
quantized,0,30,-1.0
quantized,0,31,-1.0
quantized,0,32,1.0
quantized,0,33,0.0
quantized,0,34,1.0
quantized,0,35,0.0
quantized,0,36,1.0
quantized,0,37,-2.0
quantized,0,38,0.0
quantized,0,39,-2.0
quantized,0,40,0.0
quantized,0,41,0.0
quantized,0,42,0.0
quantized,0,43,-1.0
quantized,0,44,-1.0
quantized,0,45,-2.0
quantized,0,46,0.0
quantized,0,47,-1.0
quantized,0,48,1.0
quantized,0,49,0.0
quantized,0,50,-2.0
quantized,0,51,0.0
quantized,0,52,-2.0
quantized,0,53,0.0
quantized,0,54,0.0
quantized,0,55,-2.0
quantized,0,56,-2.0
quantized,0,57,0.0
quantized,0,58,-2.0
quantized,0,59,0.0
quantized,0,60,-2.0
quantized,0,61,-2.0
quantized,0,62,-1.0
quantized,0,63,-2.0
quantized,0,64,-2.0
quantized,0,65,-1.0
quantized,0,66,-1.0
quantized,0,67,-2.0
quantized,0,68,0.0
quantized,0,69,1.0
quantized,0,70,0.0
quantized,0,71,-2.0
quantized,0,72,-1.0
quantized,0,73,-2.0
quantized,0,74,0.0
quantized,0,75,-2.0
quantized,0,76,-2.0
quantized,0,77,-2.0
quantized,0,78,-2.0
quantized,0,79,-1.0
quantized,0,80,-2.0
quantized,0,81,0.0
quantized,0,82,-1.0
quantized,0,83,-2.0
quantized,0,84,-1.0
quantized,0,85,-2.0
quantized,0,86,-2.0
quantized,0,87,-2.0
quantized,0,88,0.0
quantized,0,89,-2.0
quantized,0,90,-2.0
quantized,0,91,-2.0
quantized,0,92,-2.0
quantized,0,93,-1.0
quantized,0,94,-1.0
quantized,0,95,-2.0
quantized,0,96,-2.0
quantized,0,97,0.0
quantized,0,98,-2.0
quantized,0,99,-2.0
quantized,0,100,-2.0
quantized,0,101,-2.0
quantized,0,102,-2.0
quantized,0,103,-2.0
quantized,0,104,-2.0
quantized,0,105,-2.0
quantized,0,106,-2.0
quantized,0,107,-2.0
quantized,0,108,0.0
quantized,0,109,-1.0
quantized,0,110,-1.0
quantized,0,111,-2.0
quantized,0,112,-2.0
quantized,0,113,-2.0
quantized,0,114,-1.0
quantized,0,115,-2.0
quantized,0,116,-2.0
quantized,0,117,0.0
quantized,0,118,-2.0
quantized,0,119,-2.0
quantized,0,120,-2.0
quantized,0,121,-2.0
quantized,0,122,-2.0
quantized,0,123,-2.0
quantized,0,124,-2.0
quantized,0,125,-2.0
quantized,0,126,-2.0
quantized,0,127,-2.0
quantized,0,128,-2.0
quantized,0,129,0.0
quantized,0,130,-1.0
quantized,0,131,-1.0
quantized,0,132,0.0
quantized,0,133,-1.0
quantized,0,134,-2.0
quantized,0,135,-2.0
quantized,0,136,-2.0
quantized,0,137,-2.0
quantized,0,138,-2.0
quantized,0,139,-2.0
quantized,0,140,-2.0
quantized,0,141,-2.0
quantized,0,142,-2.0
quantized,0,143,-2.0
quantized,0,144,-2.0
quantized,0,145,-2.0
quantized,0,146,-2.0
quantized,0,147,-2.0
quantized,0,148,-2.0
quantized,0,149,-2.0
quantized,0,150,-2.0
quantized,0,151,-2.0
quantized,0,152,-2.0
quantized,0,153,-2.0
quantized,0,154,-2.0
quantized,0,155,-2.0
quantized,0,156,-1.0
quantized,0,157,-2.0
quantized,0,158,-2.0
quantized,0,159,-2.0
quantized,0,160,-2.0
quantized,0,161,-2.0
quantized,0,162,-2.0
quantized,0,163,-2.0
quantized,0,164,-2.0
quantized,0,165,-2.0
quantized,0,166,-2.0
quantized,0,167,-2.0
quantized,0,168,-2.0
quantized,0,169,-2.0
quantized,0,170,-2.0
quantized,0,171,-2.0
quantized,0,172,-2.0
quantized,0,173,-2.0
quantized,0,174,-2.0
quantized,0,175,-2.0
quantized,0,176,-2.0
quantized,0,177,-2.0
quantized,0,178,-2.0
quantized,0,179,-2.0
quantized,0,180,-2.0
quantized,0,181,-2.0
quantized,0,182,-2.0
quantized,0,183,-2.0
quantized,0,184,-2.0
quantized,0,185,-2.0
quantized,0,186,-2.0
quantized,0,187,-2.0
quantized,0,188,-2.0
quantized,0,189,-2.0
quantized,0,190,-2.0
quantized,0,191,-2.0
quantized,0,192,-2.0
quantized,0,193,-2.0
quantized,0,194,-2.0
quantized,0,195,-2.0
quantized,0,196,-2.0
quantized,0,197,-2.0
quantized,0,198,-2.0
quantized,0,199,-2.0
quantized,0,200,-2.0
quantized,1,0,-2.0
quantized,1,1,0.0
quantized,1,2,0.0
quantized,1,3,-1.0
quantized,1,4,0.0
quantized,1,5,0.0
quantized,1,6,-1.0
quantized,1,7,0.0
quantized,1,8,3.0
quantized,1,9,0.0
quantized,1,10,0.0
quantized,1,11,0.0
quantized,1,12,1.0
quantized,1,13,-1.0
quantized,1,14,-1.0
quantized,1,15,-2.0
quantized,1,16,-2.0
quantized,1,17,1.0
quantized,1,18,-2.0
quantized,1,19,0.0
quantized,1,20,-1.0
quantized,1,21,-2.0
quantized,1,22,-2.0
quantized,1,23,-1.0
quantized,1,24,1.0
quantized,1,25,1.0
quantized,1,26,1.0
quantized,1,27,0.0
quantized,1,28,-1.0
quantized,1,29,-1.0
quantized,1,30,1.0
quantized,1,31,-1.0
quantized,1,32,0.0
quantized,1,33,1.0
quantized,1,34,-2.0
quantized,1,35,0.0
quantized,1,36,1.0
quantized,1,37,-2.0
quantized,1,38,-1.0
quantized,1,39,0.0
quantized,1,40,-1.0
quantized,1,41,-1.0
quantized,1,42,1.0
quantized,1,43,-1.0
quantized,1,44,-1.0
quantized,1,45,0.0
quantized,1,46,-1.0
quantized,1,47,1.0
quantized,1,48,0.0
quantized,1,49,0.0
quantized,1,50,0.0
quantized,1,51,0.0
quantized,1,52,0.0
quantized,1,53,1.0
quantized,1,54,0.0
quantized,1,55,0.0
quantized,1,56,0.0
quantized,1,57,-1.0
quantized,1,58,0.0
quantized,1,59,-1.0
quantized,1,60,-1.0
quantized,1,61,0.0
quantized,1,62,0.0
quantized,1,63,-2.0
quantized,1,64,-1.0
quantized,1,65,-2.0
quantized,1,66,-2.0
quantized,1,67,0.0
quantized,1,68,-2.0
quantized,1,69,0.0
quantized,1,70,0.0
quantized,1,71,0.0
quantized,1,72,0.0
quantized,1,73,-2.0
quantized,1,74,-2.0
quantized,1,75,-2.0
quantized,1,76,-1.0
quantized,1,77,1.0
quantized,1,78,-1.0
quantized,1,79,1.0
quantized,1,80,-2.0
quantized,1,81,-2.0
quantized,1,82,-1.0
quantized,1,83,1.0
quantized,1,84,-2.0
quantized,1,85,-2.0
quantized,1,86,-2.0
quantized,1,87,-2.0
quantized,1,88,-1.0
quantized,1,89,-1.0
quantized,1,90,-1.0
quantized,1,91,-1.0
quantized,1,92,0.0
quantized,1,93,-2.0
quantized,1,94,-2.0
quantized,1,95,-2.0
quantized,1,96,1.0
quantized,1,97,-1.0
quantized,1,98,-1.0
quantized,1,99,1.0
quantized,1,100,-1.0
quantized,1,101,0.0
quantized,1,102,-2.0
quantized,1,103,-1.0
quantized,1,104,-2.0
quantized,1,105,-2.0
quantized,1,106,-1.0
quantized,1,107,0.0
quantized,1,108,-1.0
quantized,1,109,0.0
quantized,1,110,-2.0
quantized,1,111,-2.0
quantized,1,112,-2.0
quantized,1,113,-2.0
quantized,1,114,0.0
quantized,1,115,-2.0
quantized,1,116,-2.0
quantized,1,117,-2.0
quantized,1,118,-2.0
quantized,1,119,-2.0
quantized,1,120,-2.0
quantized,1,121,-2.0
quantized,1,122,-2.0
quantized,1,123,-1.0
quantized,1,124,-2.0
quantized,1,125,-2.0
quantized,1,126,-2.0
quantized,1,127,-2.0
quantized,1,128,-1.0
quantized,1,129,-2.0
quantized,1,130,-2.0
quantized,1,131,-2.0
quantized,1,132,-2.0
quantized,1,133,-2.0
quantized,1,134,-2.0
quantized,1,135,-2.0
quantized,1,136,-2.0
quantized,1,137,0.0
quantized,1,138,-1.0
quantized,1,139,-1.0
quantized,1,140,-1.0
quantized,1,141,-2.0
quantized,1,142,-2.0
quantized,1,143,-2.0
quantized,1,144,-2.0
quantized,1,145,-1.0
quantized,1,146,-2.0
quantized,1,147,-2.0
quantized,1,148,-2.0
quantized,1,149,-2.0
quantized,1,150,-2.0
quantized,1,151,-2.0
quantized,1,152,-2.0
quantized,1,153,-2.0
quantized,1,154,-2.0
quantized,1,155,-2.0
quantized,1,156,-2.0
quantized,1,157,-2.0
quantized,1,158,-2.0
quantized,1,159,-2.0
quantized,1,160,-2.0
quantized,1,161,-2.0
quantized,1,162,-2.0
quantized,1,163,-2.0
quantized,1,164,-2.0
quantized,1,165,-2.0
quantized,1,166,-2.0
quantized,1,167,-2.0
quantized,1,168,-2.0
quantized,1,169,-2.0
quantized,1,170,-2.0
quantized,1,171,-2.0
quantized,1,172,-2.0
quantized,1,173,-2.0
quantized,1,174,-2.0
quantized,1,175,-2.0
quantized,1,176,-2.0
quantized,1,177,-2.0
quantized,1,178,-2.0
quantized,1,179,-2.0
quantized,1,180,-2.0
quantized,1,181,-2.0
quantized,1,182,-2.0
quantized,1,183,-2.0
quantized,1,184,-2.0
quantized,1,185,-2.0
quantized,1,186,-2.0
quantized,1,187,-2.0
quantized,1,188,-2.0
quantized,1,189,-2.0
quantized,1,190,-2.0
quantized,1,191,-2.0
quantized,1,192,-2.0
quantized,1,193,-2.0
quantized,1,194,-2.0
quantized,1,195,-2.0
quantized,1,196,-2.0
quantized,1,197,-2.0
quantized,1,198,-2.0
quantized,1,199,-2.0
quantized,1,200,-2.0
quantized,2,0,-2.0
quantized,2,1,-1.0
quantized,2,2,1.0
quantized,2,3,0.0
quantized,2,4,-2.0
quantized,2,5,0.0
quantized,2,6,-1.0
quantized,2,7,-1.0
quantized,2,8,1.0
quantized,2,9,0.0
quantized,2,10,1.0
quantized,2,11,0.0
quantized,2,12,0.0
quantized,2,13,-2.0
quantized,2,14,0.0
quantized,2,15,-2.0
quantized,2,16,-1.0
quantized,2,17,-2.0
quantized,2,18,-2.0
quantized,2,19,0.0
quantized,2,20,-2.0
quantized,2,21,-1.0
quantized,2,22,1.0
quantized,2,23,0.0
quantized,2,24,0.0
quantized,2,25,1.0
quantized,2,26,0.0
quantized,2,27,-1.0
quantized,2,28,-2.0
quantized,2,29,0.0
quantized,2,30,-2.0
quantized,2,31,-1.0
quantized,2,32,-2.0
quantized,2,33,1.0
quantized,2,34,0.0
quantized,2,35,-1.0
quantized,2,36,-2.0
quantized,2,37,1.0
quantized,2,38,-2.0
quantized,2,39,-2.0
quantized,2,40,1.0
quantized,2,41,0.0
quantized,2,42,1.0
quantized,2,43,-2.0
quantized,2,44,-2.0
quantized,2,45,1.0
quantized,2,46,0.0
quantized,2,47,-2.0
quantized,2,48,0.0
quantized,2,49,-1.0
quantized,2,50,-2.0
quantized,2,51,-2.0
quantized,2,52,-2.0
quantized,2,53,0.0
quantized,2,54,1.0
quantized,2,55,0.0
quantized,2,56,-1.0
quantized,2,57,0.0
quantized,2,58,0.0
quantized,2,59,-2.0
quantized,2,60,-2.0
quantized,2,61,1.0
quantized,2,62,0.0
quantized,2,63,-2.0
quantized,2,64,0.0
quantized,2,65,-1.0
quantized,2,66,-1.0
quantized,2,67,-2.0
quantized,2,68,0.0
quantized,2,69,0.0
quantized,2,70,0.0
quantized,2,71,0.0
quantized,2,72,-1.0
quantized,2,73,0.0
quantized,2,74,0.0
quantized,2,75,-1.0
quantized,2,76,0.0
quantized,2,77,-2.0
quantized,2,78,-1.0
quantized,2,79,-1.0
quantized,2,80,0.0
quantized,2,81,-2.0
quantized,2,82,-1.0
quantized,2,83,0.0
quantized,2,84,-1.0
quantized,2,85,-2.0
quantized,2,86,-2.0
quantized,2,87,-1.0
quantized,2,88,-2.0
quantized,2,89,-2.0
quantized,2,90,-2.0
quantized,2,91,-2.0
quantized,2,92,-2.0
quantized,2,93,-2.0
quantized,2,94,-2.0
quantized,2,95,-2.0
quantized,2,96,0.0
quantized,2,97,-1.0
quantized,2,98,-2.0
quantized,2,99,-2.0
quantized,2,100,-1.0
quantized,2,101,-1.0
quantized,2,102,-2.0
quantized,2,103,-1.0
quantized,2,104,-1.0
quantized,2,105,-2.0
quantized,2,106,-2.0
quantized,2,107,-1.0
quantized,2,108,-1.0
quantized,2,109,1.0
quantized,2,110,-2.0
quantized,2,111,-2.0
quantized,2,112,-2.0
quantized,2,113,-2.0
quantized,2,114,-2.0
quantized,2,115,-2.0
quantized,2,116,-1.0
quantized,2,117,-1.0
quantized,2,118,-2.0
quantized,2,119,-2.0
quantized,2,120,-2.0
quantized,2,121,-2.0
quantized,2,122,-2.0
quantized,2,123,-2.0
quantized,2,124,-2.0
quantized,2,125,-2.0
quantized,2,126,-2.0
quantized,2,127,-1.0
quantized,2,128,-2.0
quantized,2,129,-2.0
quantized,2,130,-2.0
quantized,2,131,-1.0
quantized,2,132,-2.0
quantized,2,133,-2.0
quantized,2,134,-2.0
quantized,2,135,-2.0
quantized,2,136,-2.0
quantized,2,137,-2.0
quantized,2,138,-2.0
quantized,2,139,-2.0
quantized,2,140,-2.0
quantized,2,141,-2.0
quantized,2,142,-2.0
quantized,2,143,-2.0
quantized,2,144,-2.0
quantized,2,145,-2.0
quantized,2,146,-2.0
quantized,2,147,-2.0
quantized,2,148,-2.0
quantized,2,149,-2.0
quantized,2,150,-2.0
quantized,2,151,-2.0
quantized,2,152,-2.0
quantized,2,153,-2.0
quantized,2,154,-2.0
quantized,2,155,-2.0
quantized,2,156,-2.0
quantized,2,157,-2.0
quantized,2,158,-2.0
quantized,2,159,-2.0
quantized,2,160,-2.0
quantized,2,161,-2.0
quantized,2,162,-2.0
quantized,2,163,-2.0
quantized,2,164,-2.0
quantized,2,165,-2.0
quantized,2,166,-2.0
quantized,2,167,-2.0
quantized,2,168,-2.0
quantized,2,169,-2.0
quantized,2,170,-2.0
quantized,2,171,-2.0
quantized,2,172,-2.0
quantized,2,173,-2.0
