instance,n_sweeps,beta0,betaf,p_success,tts_99_wall,time_median,cut_best,cut_median,cut_bks,n_trials,update_mode,schedule
G14,1000,0.1,10.0,0.0,inf,0.04763909999746829,3056.0,3044.5,3064.0,100,async_numba,geometric
G14,3000,0.1,10.0,0.0,inf,0.14251730000250973,3059.0,3050.0,3064.0,100,async_numba,geometric
G14,10000,0.1,10.0,0.0,inf,0.4842410499986727,3062.0,3054.0,3064.0,100,async_numba,geometric
G14,30000,0.1,10.0,0.0,inf,1.4675294000189751,3062.0,3057.0,3064.0,100,async_numba,geometric
G14,100000,0.1,10.0,0.01,2273.058861779028,4.960729799990077,3064.0,3059.0,3064.0,100,async_numba,geometric
