M,bp,bq,N_spins,penalty,p_success,constraint_rate,tts99_wall,time_median,n_trials,n_sweeps
115,3,4,11,13226.0,0.0,1.0,inf,0.09571035002591088,200,20000
115,3,5,14,13226.0,0.02,1.0,24.02752663634755,0.10540785000193864,200,20000
115,3,6,17,13226.0,0.005,1.0,108.57917652210591,0.11818404999212362,200,20000
115,3,7,20,13226.0,0.01,1.0,53.15325165633618,0.11600179999368265,200,20000
