instance,n,target,ps_smtj,ps_sa,tts99_smtj,tts99_sa,speedup_sa_over_smtj,energy_min_smtj,energy_min_sa,energy_median_smtj,energy_median_sa,time_median_smtj,time_median_sa,n_trials,n_sweeps,update_mode,schedule
burma14,196,-1332117.5,0.01,0.01,396.78937325521906,396.47135221008733,0.9991985142078712,-1332117.5,-1332117.5,-1330859.75,-1330841.25,0.8659542000095826,0.8652601500216406,100,50000,async_numba,geometric
ulysses16,256,-4490662.0,0.01,0.01,565.9034647051025,560.4250532427966,0.9903191766723664,-4490662.0,-4490662.0,-4488607.75,-4488591.75,1.2350292500050273,1.2230731500312686,100,50000,async_numba,geometric
