idx,s0,s1,s2,s3,s_final,mz0,mz1,mz2,mz3,mz_final
139,AP,AP,AP,AP,P,-0.9963,-0.7369,-0.9594,-0.9858,0.6311
140,AP,P,P,P,P,-0.998,0.9735,0.468,0.7392,0.4155
141,AP,P,P,X,P,-0.9977,0.8387,0.5413,-0.0194,0.4846
142,AP,P,P,AP,P,-0.9916,0.6667,0.5628,-0.3568,0.7914
143,AP,P,AP,P,X,-0.9943,0.7068,-0.3863,0.605,0.0513
144,AP,AP,P,P,P,-0.9978,-0.5843,0.5453,0.6643,0.3561
145,AP,AP,AP,P,X,-0.9807,-0.2688,-0.3392,0.7049,0.0528
146,AP,P,P,P,P,-0.9997,0.9068,0.9755,0.9921,0.5945
147,AP,P,P,P,P,-0.9912,0.4735,0.3933,0.8151,0.4198
148,AP,AP,X,X,X,-0.997,-0.9962,0.1259,-0.186,0.1446
149,AP,P,AP,P,X,-0.9864,0.5698,-0.2284,0.9578,-0.1931
150,AP,X,P,X,P,-0.9858,-0.0954,0.8866,-0.1488,0.5046
151,AP,AP,P,P,P,-0.9995,-0.9068,0.9487,0.5827,0.6677
152,AP,AP,P,X,P,-0.9911,-0.5828,0.3763,-0.1725,0.2212
153,AP,P,X,P,P,-0.9904,0.8105,0.1816,0.9038,0.4459
154,AP,P,P,AP,P,-0.9819,0.8576,0.3408,-0.4638,0.6047
155,AP,P,P,P,P,-0.982,0.3745,0.7665,0.9241,0.712
156,AP,AP,AP,P,X,-0.9897,-0.2168,-0.4553,0.7576,-0.0848
157,AP,X,P,P,AP,-0.9802,-0.1595,0.3664,0.5368,-0.2161
158,AP,X,X,P,P,-0.9913,-0.1332,-0.0475,0.689,0.3309
159,AP,P,P,P,P,-0.9983,0.4502,0.7141,0.4765,0.4195
160,AP,P,AP,P,P,-0.9849,0.3435,-0.2478,0.5401,0.7252
161,AP,AP,X,AP,P,-0.9807,-0.2936,-0.1272,-0.2928,0.4107
162,AP,AP,P,P,P,-0.9919,-0.9281,0.3824,0.6139,0.2317
163,AP,P,X,X,AP,-0.9958,0.6531,-0.1102,0.0023,-0.477
164,AP,X,AP,AP,X,-0.9946,-0.1877,-0.4597,-0.3302,-0.0639
165,AP,P,P,AP,P,-0.9926,0.7219,0.5451,-0.2879,0.5712
166,AP,X,P,X,P,-0.9901,-0.0607,0.7203,-0.0372,0.7435
167,AP,P,P,X,X,-0.9708,0.7005,0.4964,-0.1744,0.0041
168,AP,P,AP,P,P,-0.9912,0.4219,-0.2194,0.3278,0.4205
169,AP,P,P,P,P,-0.9954,0.6774,0.5876,0.5177,0.3872
170,AP,X,P,P,X,-0.9834,-0.1447,0.7466,0.4089,0.1416
171,AP,P,X,P,P,-0.9981,0.2789,-0.0004,0.6501,0.6176
172,AP,P,AP,X,P,-0.9828,0.884,-0.2035,-0.1802,0.9996
173,AP,X,P,P,P,-0.9972,0.1281,0.7858,0.9854,0.7435
174,AP,P,P,P,P,-0.9911,0.5391,0.9431,0.9868,0.4887
175,AP,P,P,X,P,-0.9933,0.4559,0.5284,-0.05,0.5525
176,AP,P,P,AP,P,-0.9843,0.6343,0.8051,-0.2373,0.6182
177,AP,P,AP,P,P,-0.9924,0.6946,-0.2165,0.6754,0.5666
178,AP,P,P,X,X,-0.98,0.4723,0.535,0.057,-0.1737
179,AP,AP,X,P,P,-0.9896,-0.2466,0.0311,0.6223,0.5093
180,AP,P,P,X,P,-0.9819,0.7915,0.5896,-0.0651,0.571
181,AP,P,P,P,P,-0.9939,0.268,0.687,0.7993,0.4855
182,AP,X,P,AP,P,-0.9707,-0.1428,0.7237,-0.542,0.4576
183,AP,P,AP,P,AP,-0.996,0.5086,-0.301,0.7591,-0.32
184,AP,P,P,AP,P,-0.9864,0.7387,0.6848,-0.3842,0.8123
185,AP,AP,P,P,X,-0.9609,-0.229,0.4058,0.6282,0.1314
186,AP,P,P,P,P,-0.9831,0.7974,0.4899,0.7807,0.5545
187,AP,P,P,P,P,-0.9804,0.8057,0.8029,0.8113,0.6397
188,AP,AP,P,AP,P,-0.9959,-0.9403,0.4256,-0.3768,0.4911
189,AP,AP,P,P,AP,-0.9952,-0.3711,0.746,0.9838,-0.4092
190,AP,P,P,X,P,-0.9927,0.7545,0.5447,-0.023,0.5002
191,AP,P,P,P,X,-0.9873,0.7499,0.807,0.9364,0.0249
192,AP,P,P,P,P,-0.9994,0.9354,0.9485,0.9045,0.5519
193,AP,AP,P,X,P,-0.9905,-0.9549,0.673,0.0711,0.6511
194,AP,AP,P,P,AP,-0.9966,-0.6091,0.6861,0.7432,-0.2377
195,AP,P,P,P,X,-0.9891,0.5728,0.7558,0.2846,0.087
196,AP,P,P,P,AP,-0.9977,0.5522,0.4766,0.387,-0.216
197,AP,X,P,P,P,-0.9919,0.0148,0.4344,0.492,0.7407
198,AP,P,P,P,P,-0.9941,0.8294,0.9045,0.4354,0.7575
199,AP,AP,P,AP,P,-0.9897,-0.6641,0.7618,-0.4722,0.6124
200,AP,AP,AP,P,P,-0.9953,-0.417,-0.3967,0.87,0.2991
201,AP,P,P,X,P,-0.9885,0.6139,0.8061,-0.0041,0.478
202,AP,AP,P,P,P,-0.9631,-0.2422,0.6025,0.594,0.2232
203,AP,P,P,X,P,-0.982,0.9307,0.9502,0.1328,0.6123
204,AP,P,P,AP,P,-0.9926,0.6195,0.798,-0.2747,0.6303
205,AP,P,P,P,P,-0.9838,0.4483,0.9614,0.6822,0.4632
206,AP,AP,P,X,P,-0.9759,-0.2619,0.7148,0.1383,0.5904
207,AP,AP,X,P,P,-0.9853,-0.3508,-0.0287,0.7137,0.6004
208,AP,P,AP,P,X,-0.9989,0.6465,-0.3345,0.4703,0.0311
209,AP,P,P,AP,P,-0.9978,0.6712,0.6033,-0.3543,0.8425
210,AP,P,P,P,X,-0.9981,0.6792,0.8976,0.7695,-0.1063
211,AP,P,P,P,P,-0.9996,0.587,0.7023,0.6804,0.5889
212,AP,AP,P,P,P,-0.9966,-0.4162,0.7582,0.695,0.7232
213,AP,P,X,AP,X,-0.9921,0.6084,-0.1062,-0.314,-0.0477
214,AP,P,P,P,X,-0.9988,0.492,0.8196,0.5669,-0.0755
215,AP,P,AP,P,P,-0.9731,0.8416,-0.2854,0.3826,0.5307
216,AP,X,P,P,P,-0.9937,-0.1934,0.3256,0.9647,0.4691
217,AP,P,P,AP,P,-0.9983,0.6085,0.3704,-0.2726,0.5516
218,AP,X,P,P,P,-0.996,-0.0613,0.8751,0.9682,0.7792
219,AP,P,AP,P,AP,-0.9977,0.9592,-0.3623,0.7909,-0.2088
220,AP,P,P,P,X,-0.9676,0.6928,0.9924,0.2921,0.1151
221,AP,P,P,P,X,-0.9981,0.6521,0.7147,0.4284,-0.0713
222,AP,AP,P,P,P,-0.992,-0.9413,0.9363,0.8953,0.4826
223,AP,AP,X,P,AP,-0.9886,-0.9518,0.073,0.4987,-0.3901
224,AP,X,P,P,P,-0.9902,-0.1349,0.7244,0.89,0.8241
225,AP,P,P,P,P,-0.9877,0.6085,0.7604,0.8224,0.979
226,AP,AP,P,AP,X,-0.9967,-0.2646,0.6029,-0.3458,-0.125
227,AP,P,AP,P,P,-0.9942,0.4343,-0.3784,0.5409,0.5415
228,AP,AP,P,P,P,-0.9949,-0.3688,0.6335,0.4458,0.6767
229,AP,AP,P,P,P,-0.9992,-0.9933,0.4088,0.8379,0.639
230,AP,P,P,P,P,-0.9972,0.7657,0.7881,0.3473,0.9659
231,AP,P,AP,P,P,-0.9973,0.6938,-0.311,0.3381,0.6999
232,AP,AP,P,P,AP,-0.9946,-0.8344,0.6127,0.6868,-0.3003
233,AP,X,AP,P,X,-0.9969,0.1823,-0.2675,0.7189,0.0379
234,AP,AP,P,P,P,-0.9845,-0.3819,0.6885,0.7928,0.6512
235,AP,P,P,P,X,-0.9762,0.7299,0.7895,0.6554,0.0656
236,AP,P,P,AP,P,-0.98,0.8674,0.9106,-0.3164,0.6204
237,AP,X,P,P,P,-0.9959,-0.1021,0.8197,0.5193,0.4502
238,AP,X,P,X,AP,-0.9982,-0.1763,0.6144,-0.1349,-0.5336
239,AP,P,P,AP,P,-0.9902,0.9127,0.5497,-0.2402,0.2764
240,AP,AP,P,P,P,-0.9901,-0.335,0.5594,0.685,0.6746
241,AP,X,P,AP,P,-0.9812,0.1057,0.8502,-0.433,0.7977
242,AP,X,X,AP,P,-0.9742,-0.1828,0.0189,-0.2029,0.6686
243,AP,X,P,P,P,-0.9892,0.1985,0.6101,0.3028,0.6502
244,AP,P,X,P,AP,-0.9825,0.8864,-0.0339,0.7003,-0.2813
245,AP,P,P,P,P,-0.9919,0.6505,0.7355,0.8964,0.4689
246,AP,AP,P,P,AP,-0.9874,-0.4052,0.5978,0.512,-0.2048
247,AP,P,P,P,X,-0.9889,0.4228,0.737,0.4859,-0.1407
248,AP,X,P,P,P,-0.9994,0.1835,0.7549,0.8994,0.6333
249,AP,AP,P,X,P,-0.9841,-0.9831,0.5197,-0.0497,0.3217
250,AP,AP,AP,AP,AP,-0.9811,-0.615,-0.236,-0.4323,-0.2838
251,AP,P,AP,P,P,-0.9961,0.6718,-0.3071,0.4377,0.4684
252,AP,P,P,P,P,-0.9937,0.5104,0.5099,0.5108,0.5555
253,AP,P,AP,P,P,-0.9997,0.6846,-0.8966,0.8729,0.3741
254,AP,AP,P,P,P,-0.9867,-0.6538,0.7795,0.8249,0.4823
255,AP,AP,AP,AP,X,-0.9968,-0.9558,-0.3726,-0.4345,0.0994
256,AP,AP,P,AP,P,-0.9939,-0.2863,0.8014,-0.9212,0.8047
257,AP,P,P,P,P,-0.9978,0.5348,0.8608,0.2635,0.8766
258,AP,X,P,AP,AP,-0.9892,-0.1446,0.8177,-0.3482,-0.3603
259,AP,AP,X,P,P,-0.9983,-0.2335,-0.1438,0.7534,0.5979
260,AP,P,P,P,P,-0.9882,0.5868,0.624,0.4906,0.5634
261,AP,AP,P,AP,P,-0.986,-0.471,0.5158,-0.2413,0.9532
262,AP,P,AP,P,X,-0.9906,0.5153,-0.3941,0.5656,-0.019
263,AP,P,P,P,X,-0.9745,0.7284,0.9589,0.9967,0.1803
264,AP,AP,X,P,X,-0.9994,-0.8859,0.182,0.7021,-0.0169
265,AP,P,X,P,P,-0.9815,0.4686,0.1394,0.4987,0.6717
266,AP,AP,P,P,P,-0.9976,-0.9729,0.7793,0.7592,0.4806
267,AP,X,X,P,X,-0.9972,0.0114,-0.065,0.6845,-0.0805
268,AP,P,P,P,P,-0.9879,0.7523,0.8362,0.7015,0.5757
269,AP,X,P,AP,P,-0.9984,-0.1757,0.86,-0.6408,0.9196
270,AP,P,X,AP,X,-0.9923,0.6843,-0.0343,-0.5296,-0.0647
271,AP,P,P,P,P,-0.9815,0.9059,0.8401,0.2831,0.6521
272,AP,AP,P,X,X,-0.9812,-0.2428,0.3458,0.1174,-0.1115
273,AP,P,AP,P,X,-0.9888,0.8023,-0.9579,0.6739,-0.0627
274,AP,P,X,P,P,-0.9932,0.5445,0.0008,0.7266,0.8972
275,AP,P,X,X,P,-0.9997,0.6085,-0.1846,-0.0458,0.3642
276,AP,AP,P,P,X,-0.9979,-0.3825,0.6684,0.8129,0.0058
277,AP,P,P,P,P,-0.9766,0.7569,0.54,0.6763,0.3726
278,AP,AP,P,AP,P,-0.999,-0.3924,0.5255,-0.4306,0.6361
279,AP,P,X,P,P,-0.9966,0.9841,0.0421,0.5626,0.4386
280,AP,P,P,P,P,-0.9967,0.4627,0.6873,0.5029,0.6774
281,AP,P,AP,AP,P,-0.9891,0.9087,-0.2857,-0.3988,0.5458
282,AP,P,P,P,P,-0.9971,0.6861,0.8853,0.7304,0.2839
283,AP,P,P,AP,AP,-0.9903,0.4899,0.477,-0.3013,-0.3031
284,AP,X,P,P,X,-0.9954,-0.0316,0.3606,0.3115,-0.1592
285,AP,P,AP,P,P,-0.9912,0.7994,-0.2388,0.7993,0.8126
286,AP,AP,AP,P,AP,-0.9887,-0.9042,-0.2542,0.8644,-0.3981
287,AP,AP,AP,P,P,-0.9996,-0.3392,-0.3597,0.75,0.4559
288,AP,P,P,AP,P,-0.9933,0.6557,0.4392,-0.29,0.5375
289,AP,P,AP,P,P,-0.9885,0.5444,-0.2695,0.5312,0.5719
290,AP,P,P,P,P,-0.9687,0.3107,0.6383,0.3171,0.5369
291,AP,AP,AP,P,P,-0.9909,-1.0,-0.7531,0.3549,0.3199
292,AP,P,P,X,P,-0.9915,0.4761,0.4698,-0.0337,0.5606
293,AP,X,P,AP,P,-0.9986,-0.0007,0.6273,-0.2472,0.2349
294,AP,AP,P,P,P,-0.9911,-0.9799,0.6796,0.7646,0.5478
295,AP,AP,P,P,P,-0.9853,-0.3618,0.7002,0.6808,0.8873
296,AP,P,P,X,P,-0.9897,0.7493,0.8081,0.0066,0.2633
297,AP,P,P,AP,P,-0.9996,0.7743,0.6327,-0.6585,0.6102
298,AP,P,P,AP,P,-0.9932,0.7864,0.935,-0.6211,0.4923
299,AP,P,P,P,P,-0.9947,0.8305,0.7763,0.4829,0.5076
300,AP,P,P,P,X,-0.9836,0.831,0.5188,0.7012,-0.1579
301,AP,AP,P,X,P,-0.9926,-0.4246,0.4476,-0.1598,0.6294
302,AP,P,P,P,P,-0.978,0.6078,0.7988,0.565,0.87
303,AP,X,P,P,P,-0.9916,-0.0617,0.6904,0.5737,0.6745
304,AP,P,P,AP,X,-0.9903,0.6816,0.2324,-0.4828,-0.1781
305,AP,AP,P,X,P,-0.9998,-0.3722,0.8224,-0.1644,0.5748
306,AP,AP,P,P,X,-0.9887,-0.5337,0.6061,0.7257,-0.0145
307,AP,P,P,P,X,-0.9979,0.9423,0.6928,0.8242,0.1724
308,AP,AP,P,P,P,-0.9912,-0.8829,0.718,0.5819,0.5489
309,AP,AP,AP,X,X,-0.9991,-0.3273,-0.3153,-0.1,-0.0354
310,AP,P,X,P,P,-0.9905,0.9643,0.088,0.5568,0.6661
311,AP,P,P,AP,P,-0.9986,0.5408,0.4882,-0.2985,0.7547
312,AP,P,P,P,AP,-0.9923,0.7917,0.5353,0.4869,-0.2958
313,AP,P,P,P,P,-0.993,0.3781,0.7687,0.3881,0.2948
314,AP,P,P,P,P,-0.9981,0.3206,0.5527,0.6264,0.3384
315,AP,P,X,P,P,-0.9929,0.6914,-0.0919,0.4774,0.7205
316,AP,X,P,AP,P,-0.9884,0.1134,0.6756,-0.2901,0.5033
317,AP,AP,P,P,P,-0.9926,-0.9481,0.5226,0.4375,0.7538
318,AP,P,P,AP,P,-0.9711,0.761,0.8449,-0.4823,0.7121
319,AP,P,P,P,AP,-0.9935,0.5581,0.6591,0.5562,-0.3835
320,AP,P,P,AP,P,-0.9934,0.5137,0.8096,-0.393,0.6611
321,AP,P,P,AP,P,-0.9953,0.656,0.5837,-0.4275,0.6101
322,AP,AP,P,P,P,-0.9962,-0.2202,0.6724,0.72,0.2417
323,AP,AP,X,AP,P,-0.9982,-0.2633,-0.0315,-0.3184,0.6012
324,AP,P,P,AP,P,-0.9957,0.9397,0.9898,-0.8865,0.6815
325,AP,AP,P,P,P,-0.9969,-0.2545,0.8514,0.5203,0.8307
326,AP,P,P,P,AP,-0.9989,0.8142,0.8083,0.2469,-0.2855
327,AP,P,P,P,X,-0.9947,0.6167,0.896,0.9741,0.1499
328,AP,AP,P,P,P,-0.9978,-0.964,0.7315,0.7023,0.6699
329,AP,P,AP,P,P,-0.9819,0.4788,-0.412,0.396,0.8659
330,AP,P,X,X,P,-0.9882,0.7392,-0.1445,-0.0785,0.9981
331,AP,AP,AP,P,P,-0.9999,-0.8628,-0.8914,0.7657,0.6458
332,AP,P,P,P,X,-0.9957,0.689,0.9739,0.9988,0.1831
333,AP,AP,AP,P,AP,-0.9938,-0.6244,-0.3436,0.7828,-0.2011
334,AP,AP,P,X,X,-0.9997,-0.9995,0.3752,-0.1701,-0.0407
335,AP,P,P,X,P,-0.997,0.6694,0.685,-0.158,0.2416
336,AP,P,AP,X,AP,-0.9853,0.9335,-0.8053,0.0949,-0.3113
337,AP,P,P,AP,X,-0.9902,0.8769,0.4274,-0.3317,-0.1344
338,AP,X,X,X,P,-0.9866,-0.0588,-0.1724,-0.0986,0.6271
339,AP,P,P,X,P,-0.9893,0.7063,0.7577,0.1208,0.5318
340,AP,X,P,P,X,-0.9611,0.0394,0.8529,0.9859,-0.1403
341,AP,P,X,P,AP,-0.9874,0.5057,-0.1756,0.448,-0.2848
342,AP,P,AP,P,AP,-0.9984,0.941,-0.2164,0.4512,-0.7085
343,AP,AP,X,P,P,-0.9973,-0.3,-0.0158,0.4447,0.4623
344,AP,P,P,AP,X,-0.9831,0.5151,0.509,-0.3708,-0.1452
345,AP,P,P,X,AP,-0.9889,0.6528,0.8399,0.0702,-0.2379
346,AP,AP,P,P,P,-0.9914,-0.4848,0.8517,0.6376,0.6196
347,AP,AP,P,P,X,-0.9927,-0.2028,0.8049,0.8148,-0.1818
348,AP,P,X,X,AP,-0.9952,0.7077,-0.0129,-0.0499,-0.2811
349,AP,P,AP,P,X,-0.9794,0.8432,-0.2398,0.411,-0.0595
350,AP,AP,P,P,P,-0.9999,-0.7144,0.4549,0.589,0.676
351,AP,P,X,P,AP,-0.9927,0.5765,-0.1752,0.4396,-0.336
352,AP,AP,AP,AP,X,-0.9938,-0.9965,-0.9987,-0.9213,-0.19
353,AP,P,AP,P,P,-0.9867,0.7674,-0.3613,0.7633,0.755
354,AP,AP,P,AP,P,-0.9942,-0.2618,0.8064,-0.2281,0.6006
355,AP,AP,AP,X,P,-0.9888,-0.5845,-0.2517,-0.0324,0.6991
356,AP,AP,P,X,X,-0.9984,-0.7047,0.4874,-0.14,-0.0772
357,AP,P,P,P,P,-0.9989,0.5809,0.4929,0.7919,0.7146
358,AP,AP,P,AP,P,-0.967,-0.2909,0.6887,-0.3554,0.6139
359,AP,P,P,P,X,-0.98,0.6395,0.8229,0.2442,-0.1503
360,AP,AP,AP,X,AP,-0.9906,-0.2884,-0.2674,-0.1941,-0.3256
361,AP,P,AP,AP,P,-0.9965,0.7083,-0.3165,-0.3473,0.5746
362,AP,P,P,P,AP,-0.9878,0.962,0.9584,0.4495,-0.2418
363,AP,P,AP,P,P,-0.9832,0.7182,-0.3318,0.4806,0.6226
364,AP,AP,P,P,P,-0.9927,-0.9918,0.778,0.5994,0.6087
365,AP,P,P,X,P,-0.9857,0.5504,0.5699,0.0649,0.619
366,AP,AP,AP,X,X,-0.9983,-0.4442,-0.3314,-0.1726,0.1003
367,AP,P,P,P,P,-0.9963,0.6415,0.4076,0.8048,0.4937
368,AP,AP,P,AP,AP,-0.9873,-0.8249,0.7268,-0.7578,-0.3339
369,AP,P,P,P,P,-0.9908,0.8742,0.9931,0.2156,0.6436
370,AP,P,P,AP,P,-0.9861,0.4648,0.7994,-0.5654,0.5937
371,AP,P,P,P,P,-0.9965,0.7307,0.7144,0.6915,0.3143
372,AP,P,P,X,P,-0.9967,0.4129,0.5225,0.1086,0.5355
373,AP,AP,P,P,P,-0.9962,-0.3182,0.5404,0.5015,0.4971
374,AP,P,X,P,P,-0.9766,0.4926,-0.0236,0.5884,0.3516
375,AP,AP,P,AP,P,-0.9945,-0.3153,0.732,-0.8593,0.2743
376,AP,AP,P,P,P,-0.9795,-0.3603,0.4925,0.793,0.6894
377,AP,AP,AP,P,P,-0.9827,-0.6454,-0.2937,0.6121,0.2854
378,AP,P,X,P,P,-0.9927,0.7185,-0.1949,0.7304,0.6104
379,AP,P,P,P,P,-0.9995,0.9857,0.2431,0.7597,0.5803
380,AP,P,P,P,AP,-0.9855,0.5056,0.7628,0.8219,-0.2838
381,AP,AP,P,P,P,-0.9981,-0.6315,0.9084,0.8783,0.6428
382,AP,AP,P,P,P,-0.9999,-0.5919,0.4547,0.6254,0.4043
383,AP,P,P,P,AP,-0.9982,0.7505,0.5492,0.3901,-0.2314
384,AP,P,AP,P,AP,-0.9888,0.5772,-0.2922,0.3085,-0.5362
385,AP,X,P,AP,X,-0.9996,-0.1604,0.7108,-0.3817,-0.1109
386,AP,P,P,X,AP,-0.9743,0.7108,0.7972,-0.1899,-0.3215
387,AP,AP,P,X,P,-0.9914,-0.9828,0.6949,0.1479,0.7271
388,AP,P,P,P,P,-0.9986,0.4001,0.7424,0.888,0.971
389,AP,P,X,P,P,-0.9933,0.4012,-0.1689,0.4708,0.7735
390,AP,AP,AP,P,X,-0.9983,-0.9909,-0.9834,0.9339,-0.1054
391,AP,P,P,P,X,-0.9953,0.4896,0.5815,0.5102,-0.1441
392,AP,AP,AP,X,X,-0.9999,-0.9846,-0.3995,0.0528,-0.1862
393,AP,P,P,P,P,-0.9962,0.4686,0.5645,0.7315,0.9391
394,AP,P,P,X,AP,-0.9851,0.9317,0.9456,0.1771,-0.5836
395,AP,AP,P,P,P,-0.9985,-0.8831,0.575,0.7272,0.2421
396,AP,P,P,P,P,-0.9898,0.8608,0.641,0.839,0.5471
397,AP,P,P,X,P,-0.9972,0.9946,0.986,-0.0987,0.4052
398,AP,P,P,X,P,-0.9986,0.8297,0.4461,-0.0748,0.4802
399,AP,P,AP,P,X,-0.9947,0.4778,-0.3945,0.5976,0.1985
400,AP,P,P,P,P,-0.995,0.8153,0.9034,0.9691,0.3472
401,AP,AP,P,P,P,-0.991,-0.3041,0.5032,0.9081,0.9487
402,AP,P,AP,P,X,-0.9986,0.6512,-0.5293,0.2613,-0.1636
403,AP,AP,P,P,AP,-0.9953,-0.7635,0.7714,0.7665,-0.32
404,AP,AP,AP,P,AP,-0.9908,-0.3447,-0.222,0.7738,-0.802
405,AP,AP,AP,P,P,-0.9963,-0.9798,-0.9767,0.7789,0.5992
406,AP,AP,P,X,P,-0.9941,-0.9137,0.5536,-0.1626,0.4235
407,AP,P,P,P,P,-0.999,0.4767,0.4517,0.4871,0.5374
408,AP,P,P,P,P,-0.9978,0.6153,0.6559,0.7974,0.8366
409,AP,P,AP,P,P,-0.9932,0.6254,-0.2709,0.8877,0.9994
410,AP,AP,P,P,X,-0.9935,-0.9725,0.7757,0.3149,0.1743
411,AP,P,P,P,P,-0.9891,0.6304,0.3499,0.7081,0.9451
412,AP,AP,P,AP,X,-0.9934,-0.3221,0.6871,-0.2868,0.0642
413,AP,P,P,P,P,-0.9981,0.5996,0.7683,0.4769,0.5704
414,AP,P,X,P,X,-0.9914,0.6262,-0.0332,0.6868,0.0019
415,AP,P,AP,P,P,-0.9899,0.506,-0.2572,0.3233,0.598
416,AP,X,P,P,AP,-0.992,-0.1019,0.8354,0.5668,-0.2959
417,AP,AP,P,P,P,-0.9833,-0.9602,0.5538,0.6135,0.3562
418,AP,AP,P,AP,P,-0.9881,-0.9979,0.6549,-0.2643,0.5527
419,AP,P,P,P,X,-0.9896,0.4237,0.4819,0.8737,0.1374
420,AP,P,P,P,P,-0.99,0.4691,0.7333,0.4491,0.9837
421,AP,AP,AP,P,P,-0.9874,-0.329,-0.4944,0.8964,0.9875
422,AP,AP,P,P,P,-0.9811,-0.2323,0.5597,0.8505,0.555
423,AP,P,P,P,AP,-0.9931,0.9493,0.9933,0.702,-0.3517
424,AP,P,AP,X,P,-0.9921,0.2014,-0.2804,-0.1738,0.4691
425,AP,P,AP,P,P,-0.996,0.7568,-0.2572,0.8795,0.6762
426,AP,P,P,P,P,-0.9914,0.6012,0.5041,0.7876,0.5975
427,AP,P,P,P,P,-0.988,0.4917,0.7556,0.6083,0.3172
428,AP,AP,P,AP,X,-0.9992,-0.3844,0.7856,-0.3564,-0.0626
429,AP,P,P,P,P,-0.9913,0.9258,0.9287,0.9737,0.978
430,AP,X,P,P,P,-0.9786,0.1162,0.3635,0.8121,0.9924
431,AP,AP,AP,AP,P,-0.999,-0.9829,-0.9501,-0.8079,0.9956
432,AP,P,AP,P,P,-0.9951,0.5343,-0.2727,0.4574,0.6486
433,AP,P,X,AP,P,-0.9951,0.6889,-0.115,-0.2746,0.3922
434,AP,P,P,X,P,-0.9887,0.922,0.9733,0.07,0.2007
435,AP,P,P,P,P,-0.9979,0.3871,0.4961,0.4324,0.9984
436,AP,AP,P,X,P,-0.9975,-0.3242,0.3909,0.0397,0.5089
437,AP,P,X,P,AP,-0.9918,0.3936,-0.0355,0.8457,-0.324
438,AP,P,P,P,P,-0.999,0.6393,0.5801,0.7558,0.4517
439,AP,AP,P,P,P,-0.9987,-0.9916,0.8658,0.674,0.667
440,AP,AP,P,P,X,-0.9853,-0.3273,0.7359,0.228,-0.0632
441,AP,P,P,P,P,-0.9822,0.5485,0.6077,0.8359,0.5966
442,AP,AP,P,X,P,-0.994,-0.3583,0.6019,0.1868,0.2969
443,AP,P,P,AP,P,-0.9799,0.8329,0.7401,-0.3794,0.7355
444,AP,AP,P,P,X,-0.997,-0.2578,0.5033,0.5016,-0.0296
445,AP,AP,P,P,P,-0.9925,-0.9943,0.3657,0.7226,0.7903
446,AP,P,P,P,P,-0.9999,0.7198,0.6307,0.5475,0.6563
447,AP,P,P,P,X,-0.9993,0.8125,0.4675,0.2985,0.172
448,AP,AP,AP,P,X,-0.966,-0.2901,-0.2491,0.7049,0.0327
449,AP,P,P,P,P,-0.9772,0.517,0.2492,0.7403,0.9795
450,AP,X,P,P,P,-0.9956,-0.02,0.6856,0.613,0.5047
451,AP,P,AP,P,X,-0.9819,0.8097,-0.4197,0.4493,0.1172
452,AP,P,P,P,P,-0.9953,0.6512,0.8082,0.3107,0.4539
453,AP,X,P,P,X,-0.9733,0.0821,0.448,0.343,0.0092
454,AP,AP,P,P,P,-0.9989,-0.2547,0.8506,0.7352,0.9627
455,AP,P,AP,P,P,-0.9901,0.5716,-0.4516,0.3165,0.8327
456,AP,P,P,P,X,-0.9972,0.957,0.998,0.2201,0.0317
457,AP,P,AP,AP,P,-0.9963,0.5866,-0.2514,-0.2925,0.6117
458,AP,P,P,P,X,-0.978,0.5246,0.7439,0.9461,0.0008
459,AP,P,AP,P,X,-0.9968,0.5312,-0.3748,0.6198,-0.1062
460,AP,AP,P,AP,X,-0.999,-0.9808,0.4992,-0.2574,0.1275
461,AP,P,P,AP,P,-0.9784,0.709,0.6152,-0.281,0.9997
462,AP,P,X,AP,P,-0.9925,0.6955,0.1269,-0.4016,0.6281
463,AP,P,P,P,P,-0.9928,0.2294,0.8308,0.4292,0.635
464,AP,P,P,P,P,-0.9897,0.6667,0.3632,0.8838,0.4546
465,AP,P,P,P,P,-0.9939,0.62,0.6083,0.4517,0.3513
466,AP,P,P,P,P,-0.9763,0.6203,0.9149,0.9201,0.6959
467,AP,X,P,P,P,-0.9891,-0.0613,0.7672,0.883,0.5725
468,AP,P,P,P,P,-0.9878,0.6646,0.4865,0.8259,0.4686
469,AP,AP,P,AP,P,-0.9931,-0.2803,0.3557,-0.2247,0.4627
470,AP,P,P,P,P,-0.9997,0.2027,0.4769,0.3953,0.4506
471,AP,P,P,X,P,-0.9985,0.5307,0.5147,-0.0119,0.6262
472,AP,P,P,P,P,-0.9985,0.7637,0.7884,0.5723,0.203
473,AP,P,P,P,AP,-0.9912,0.7695,0.6933,0.8908,-0.2882
474,AP,X,P,P,X,-0.9709,-0.1719,0.394,0.5737,-0.1361
475,AP,X,P,P,X,-0.9883,-0.0845,0.3897,0.4171,-0.1392
476,AP,P,P,P,P,-0.9918,0.707,0.4098,0.5595,0.6426
477,AP,P,P,AP,P,-0.9962,0.6363,0.5077,-0.5443,0.4893
478,AP,P,AP,X,X,-0.9935,0.7873,-0.7902,-0.0391,-0.0469
479,AP,P,P,X,P,-0.9953,0.6919,0.6676,-0.1778,0.8171
480,AP,P,P,P,X,-0.9991,0.9183,0.9837,0.9687,0.1185
481,AP,P,P,P,AP,-0.9848,0.5912,0.5303,0.5207,-0.2113
482,AP,AP,P,P,P,-0.9924,-0.2894,0.7674,0.4653,0.4266
