idx,vamp,mz_final,state
1004,-1.2,-0.2583,AP
1005,-1.2,0.5085,P
1006,-1.2,0.3271,P
1007,-1.2,0.5529,P
1008,-1.2,0.8579,P
1009,-1.2,0.6185,P
1010,-1.2,-0.3057,AP
1011,-1.2,0.4346,P
1012,-1.2,-0.0808,X
1013,-1.2,0.7852,P
1014,-1.2,-0.3152,AP
1015,-1.2,0.5207,P
1016,-1.2,0.5088,P
1017,-1.2,0.5276,P
1018,-1.2,-0.2804,AP
1019,-1.2,0.6019,P
1020,-1.2,0.4051,P
1021,-1.2,0.6301,P
1022,-1.2,0.3949,P
1023,-1.2,0.4811,P
1024,-1.2,0.7292,P
1025,-1.2,0.6438,P
1026,-1.2,0.6309,P
1027,-1.2,0.7312,P
1028,-1.2,0.6518,P
1029,-1.2,0.4861,P
1030,-1.2,0.0058,X
1031,-1.2,0.9973,P
1032,-1.2,0.8605,P
1033,-1.2,0.5041,P
1034,-1.2,-0.3081,AP
1035,-1.2,0.718,P
1036,-1.2,-0.1438,X
1037,-1.2,0.0736,X
1038,-1.2,0.6309,P
1039,-1.2,0.5261,P
1040,-1.2,0.6287,P
1041,-1.2,0.0085,X
1042,-1.2,0.8344,P
1043,-1.2,-0.1441,X
1044,-1.2,0.1757,X
1045,-1.2,0.6282,P
1046,-1.2,0.7377,P
1047,-1.2,0.0698,X
1048,-1.2,-0.199,X
1049,-1.2,0.3707,P
1050,-1.2,0.554,P
1051,-1.2,0.5049,P
1052,-1.2,0.2365,P
1053,-1.2,0.4926,P
1054,-1.2,0.2513,P
1055,-1.2,0.4047,P
1056,-1.2,0.6154,P
1057,-1.2,0.13,X
1058,-1.2,0.6014,P
1059,-1.2,0.3987,P
1060,-1.2,0.2181,P
1061,-1.2,0.0229,X
1062,-1.2,0.0872,X
1063,-1.2,0.6137,P
1064,-1.2,0.4923,P
1065,-1.2,0.6624,P
1066,-1.2,-0.2703,AP
1067,-1.2,-0.228,AP
1068,-1.2,-0.2533,AP
1069,-1.2,-0.1996,X
1070,-1.2,0.3555,P
1071,-1.2,0.6466,P
1072,-1.2,0.8494,P
1073,-1.2,0.384,P
1074,-1.2,-0.1216,X
1075,-1.2,0.2853,P
1076,-1.2,-0.2785,AP
1077,-1.2,0.729,P
1078,-1.2,0.4784,P
1079,-1.2,0.8043,P
1080,-1.2,0.6055,P
1081,-1.2,-0.1998,X
1082,-1.2,0.4622,P
1083,-1.2,0.0691,X
1084,-1.2,0.0244,X
1085,-1.2,-0.1158,X
1086,-1.2,0.6299,P
1087,-1.2,0.5252,P
1088,-1.2,0.6317,P
1089,-1.2,-0.1149,X
1090,-1.2,0.1035,X
1091,-1.2,-0.2316,AP
1092,-1.2,0.5345,P
1093,-1.2,0.5996,P
1094,-1.2,0.222,P
1095,-1.2,-0.1975,X
1096,-1.2,0.5747,P
1097,-1.2,0.024,X
1098,-1.2,0.0263,X
1099,-1.2,0.905,P
1100,-1.2,-0.3413,AP
1101,-1.2,0.4331,P
1102,-1.2,0.579,P
1103,-1.2,0.3093,P
1104,-1.2,-0.1445,X
1105,-1.2,0.5605,P
1106,-1.2,0.229,P
1107,-1.2,0.5157,P
1108,-1.2,0.7501,P
1109,-1.2,0.4666,P
1110,-1.2,-0.1453,X
1111,-1.2,0.2071,P
1112,-1.2,0.4789,P
1113,-1.2,-0.1486,X
1114,-1.2,0.327,P
1115,-1.2,0.7431,P
1116,-1.2,-0.0099,X
1117,-1.2,-0.119,X
1118,-1.2,0.4625,P
1119,-1.2,0.1439,X
1120,-1.2,0.6387,P
1121,-1.2,-0.0221,X
1122,-1.2,-0.0839,X
1123,-1.2,-0.1817,X
1124,-1.2,0.6107,P
1125,-1.2,-0.2533,AP
1126,-1.2,-0.0122,X
1127,-1.2,0.8297,P
1128,-1.2,0.6019,P
1129,-1.2,0.5641,P
1130,-1.2,-0.1311,X
1131,-1.2,-0.1946,X
1132,-1.2,0.2805,P
1133,-1.2,-0.141,X
1134,-1.2,-0.0221,X
1135,-1.2,0.2715,P
1136,-1.2,0.8225,P
1137,-1.2,0.1759,X
1138,-1.2,0.6263,P
1139,-1.2,0.7602,P
1140,-1.2,0.2848,P
1141,-1.2,0.5584,P
1142,-1.2,0.604,P
1143,-1.2,0.5064,P
1144,-1.2,0.5423,P
1145,-1.2,0.153,X
1146,-1.2,0.6994,P
1147,-1.2,-0.7237,AP
1148,-1.2,0.8139,P
1149,-1.2,0.0076,X
1150,-1.2,0.295,P
1151,-1.2,0.4944,P
1152,-1.2,0.367,P
1153,-1.2,0.4495,P
1154,-1.2,-0.0008,X
1155,-1.2,-0.2527,AP
1156,-1.2,-0.0103,X
1157,-1.2,-0.1322,X
1158,-1.2,-0.3001,AP
1159,-1.2,0.0085,X
1160,-1.2,0.6628,P
1161,-1.2,0.8792,P
1162,-1.2,0.0795,X
1163,-1.2,0.6836,P
1164,-1.2,-0.1104,X
1165,-1.2,0.5293,P
1166,-1.2,0.5592,P
1167,-1.2,-0.0806,X
1168,-1.2,0.686,P
1169,-1.2,0.0878,X
1170,-1.2,0.1235,X
1171,-1.2,0.5918,P
1172,-1.2,0.3936,P
1173,-1.2,-0.272,AP
1174,-1.2,0.4969,P
1175,-1.2,0.1004,X
1176,-1.2,-0.0733,X
1177,-1.2,0.0832,X
1178,-1.2,0.6047,P
1179,-1.2,0.4973,P
1180,-1.2,0.1106,X
1181,-1.2,0.0875,X
1182,-1.2,0.4076,P
1183,-1.2,0.7154,P
1184,-1.2,0.6135,P
1185,-1.2,0.1011,X
1186,-1.2,0.4433,P
1187,-1.2,0.3872,P
1188,-1.2,0.5909,P
1189,-1.2,0.1197,X
1190,-1.2,0.5752,P
1191,-1.2,-0.1119,X
1192,-1.2,0.5418,P
1193,-1.2,-0.0459,X
1194,-1.2,0.9353,P
1195,-1.2,0.8769,P
1196,-1.2,0.7967,P
1197,-1.2,-0.0281,X
1198,-1.2,-0.1957,X
1199,-1.2,0.5554,P
