block,instance,n,n_sweeps,p_s,deg_mean,coupling,b_accum,e_accum_fJ,e_accum_provenance,synapse_on,synapse_pJ_per_update,k,n_par,share,rail_vt,platform,e_update_pJ,tts_s,energy_J,energy_ratio_vs_cmos,tts_ratio_vs_cmos
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,1.0,4.0,sMTJ-array-e2e,14.63151241,3.4234965959651764,0.06670452991022185,1.1865140238706537,2.4030000000000005
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,1.0,4.0,cmos-pbit,12.331512409999998,1.4246760698981173,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,1.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.012799999999999999
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,1.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,452.50975999515504
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,1.0,10.0,sMTJ-array,0.783,0.2137014104847176,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,1.0,10.0,sMTJ-array-e2e,7.348932233394181,3.4234965959651764,0.03350351325510277,1.4697864466788362,2.4030000000000005
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,1.0,10.0,cmos-pbit,5.0,1.4246760698981173,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,1.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.012799999999999999
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,1.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,452.50975999515504
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,1.0,10.0,sMTJ-array,8.114512409999998,0.2137014104847176,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,1.0,10.0,sMTJ-array-e2e,14.680444643394178,3.4234965959651764,0.06692761017250459,1.1904820881086218,2.4030000000000005
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,1.0,10.0,cmos-pbit,12.331512409999998,1.4246760698981173,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,1.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.012799999999999999
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,1.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,452.50975999515504
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,4.0,4.0,sMTJ-array,0.783,0.2137014104847176,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,4.0,4.0,sMTJ-array-e2e,3.6354999999999995,11.129569458044095,0.016574111526766737,0.7271,7.812000000000002
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,4.0,4.0,cmos-pbit,5.0,1.4246760698981173,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,4.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.012799999999999999
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,4.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,452.50975999515504
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,4.0,4.0,sMTJ-array,8.114512409999998,0.2137014104847176,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,4.0,4.0,sMTJ-array-e2e,10.967012409999999,11.129569458044095,0.049998208444168565,0.8893485280123884,7.812000000000002
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,4.0,4.0,cmos-pbit,12.331512409999998,1.4246760698981173,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,4.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.012799999999999999
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,4.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,452.50975999515504
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,4.0,10.0,sMTJ-array,0.783,0.2137014104847176,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,4.0,10.0,sMTJ-array-e2e,3.6477330583485448,11.129569458044095,0.01662988159233742,0.7295466116697088,7.812000000000002
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,4.0,10.0,cmos-pbit,5.0,1.4246760698981173,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,4.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.012799999999999999
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,4.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,452.50975999515504
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,4.0,10.0,sMTJ-array,8.114512409999998,0.2137014104847176,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,4.0,10.0,sMTJ-array-e2e,10.979245468348545,11.129569458044095,0.05005397850973926,0.8903405440718806,7.812000000000002
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,4.0,10.0,cmos-pbit,12.331512409999998,1.4246760698981173,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,4.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.012799999999999999
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,4.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,452.50975999515504
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,16.0,4.0,sMTJ-array,0.783,0.2137014104847176,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,16.0,4.0,sMTJ-array-e2e,2.719374999999999,41.95386090635976,0.012397531160253413,0.5438749999999998,29.447999999999997
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,16.0,4.0,cmos-pbit,5.0,1.4246760698981173,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,16.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.012799999999999999
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,16.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,452.50975999515504
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,16.0,4.0,sMTJ-array,8.114512409999998,0.2137014104847176,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,16.0,4.0,sMTJ-array-e2e,10.050887409999998,41.95386090635976,0.045821628077655246,0.8150571540478222,29.447999999999997
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,16.0,4.0,cmos-pbit,12.331512409999998,1.4246760698981173,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,16.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.012799999999999999
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,16.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,452.50975999515504
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,16.0,10.0,sMTJ-array,0.783,0.2137014104847176,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,16.0,10.0,sMTJ-array-e2e,2.722433264587136,41.95386090635976,0.012411473676646087,0.5444866529174271,29.447999999999997
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,16.0,10.0,cmos-pbit,5.0,1.4246760698981173,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,16.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.012799999999999999
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,16,16.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,452.50975999515504
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,16.0,10.0,sMTJ-array,8.114512409999998,0.2137014104847176,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,16.0,10.0,sMTJ-array-e2e,10.053945674587133,41.95386090635976,0.04583557059404792,0.8153051580626952,29.447999999999997
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,16.0,10.0,cmos-pbit,12.331512409999998,1.4246760698981173,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,16.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.012799999999999999
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,16,16.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,452.50975999515504
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,1.0,4.0,sMTJ-array,0.783,0.054707561084087704,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,1.0,4.0,sMTJ-array-e2e,7.3,0.8764151285670851,0.03328043299282002,1.46,2.403
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,1.0,4.0,cmos-pbit,5.0,0.36471707389391805,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,1.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,1.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,4.0,sMTJ-array,8.114512409999998,0.054707561084087704,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,4.0,sMTJ-array-e2e,14.63151241,0.8764151285670851,0.06670452991022185,1.1865140238706537,2.403
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,4.0,cmos-pbit,12.331512409999998,0.36471707389391805,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,1.0,10.0,sMTJ-array,0.783,0.054707561084087704,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,1.0,10.0,sMTJ-array-e2e,7.348932233394181,0.8764151285670851,0.03350351325510277,1.4697864466788362,2.403
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,1.0,10.0,cmos-pbit,5.0,0.36471707389391805,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,1.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,1.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,10.0,sMTJ-array,8.114512409999998,0.054707561084087704,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,10.0,sMTJ-array-e2e,14.680444643394178,0.8764151285670851,0.06692761017250459,1.1904820881086218,2.403
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,10.0,cmos-pbit,12.331512409999998,0.36471707389391805,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,1.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,4.0,4.0,sMTJ-array,0.783,0.054707561084087704,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,4.0,4.0,sMTJ-array-e2e,3.6354999999999995,2.849169781259288,0.016574111526766737,0.7271,7.812000000000001
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,4.0,4.0,cmos-pbit,5.0,0.36471707389391805,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,4.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,4.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,4.0,sMTJ-array,8.114512409999998,0.054707561084087704,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,4.0,sMTJ-array-e2e,10.967012409999999,2.849169781259288,0.049998208444168565,0.8893485280123884,7.812000000000001
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,4.0,cmos-pbit,12.331512409999998,0.36471707389391805,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,4.0,10.0,sMTJ-array,0.783,0.054707561084087704,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,4.0,10.0,sMTJ-array-e2e,3.6477330583485448,2.849169781259288,0.01662988159233742,0.7295466116697088,7.812000000000001
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,4.0,10.0,cmos-pbit,5.0,0.36471707389391805,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,4.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,4.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,10.0,sMTJ-array,8.114512409999998,0.054707561084087704,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,10.0,sMTJ-array-e2e,10.979245468348545,2.849169781259288,0.05005397850973926,0.8903405440718806,7.812000000000001
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,10.0,cmos-pbit,12.331512409999998,0.36471707389391805,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,4.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,16.0,4.0,sMTJ-array,0.783,0.054707561084087704,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,16.0,4.0,sMTJ-array-e2e,2.719374999999999,10.740188392028099,0.012397531160253413,0.5438749999999998,29.448
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,16.0,4.0,cmos-pbit,5.0,0.36471707389391805,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,16.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,16.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,16.0,4.0,sMTJ-array,8.114512409999998,0.054707561084087704,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,16.0,4.0,sMTJ-array-e2e,10.050887409999998,10.740188392028099,0.045821628077655246,0.8150571540478222,29.448
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,16.0,4.0,cmos-pbit,12.331512409999998,0.36471707389391805,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,16.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,16.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,16.0,10.0,sMTJ-array,0.783,0.054707561084087704,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,16.0,10.0,sMTJ-array-e2e,2.722433264587136,10.740188392028099,0.012411473676646087,0.5444866529174271,29.448
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,16.0,10.0,cmos-pbit,5.0,0.36471707389391805,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,16.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,64,16.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,16.0,10.0,sMTJ-array,8.114512409999998,0.054707561084087704,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,16.0,10.0,sMTJ-array-e2e,10.053945674587133,10.740188392028099,0.04583557059404792,0.8153051580626952,29.448
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,16.0,10.0,cmos-pbit,12.331512409999998,0.36471707389391805,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,16.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.049999999999999996
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,64,16.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,1767.6162499810741
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,1.0,4.0,sMTJ-array,0.783,0.013676890271021926,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,1.0,4.0,sMTJ-array-e2e,7.3,0.21910378214177129,0.03328043299282002,1.46,2.403
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,1.0,4.0,cmos-pbit,5.0,0.09117926847347951,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,1.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,1.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,256,1.0,4.0,sMTJ-array,8.114512409999998,0.013676890271021926,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,256,1.0,4.0,sMTJ-array-e2e,14.63151241,0.21910378214177129,0.06670452991022185,1.1865140238706537,2.403
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,256,1.0,4.0,cmos-pbit,12.331512409999998,0.09117926847347951,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,256,1.0,4.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,256,1.0,4.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,1.0,10.0,sMTJ-array,0.783,0.013676890271021926,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,1.0,10.0,sMTJ-array-e2e,7.348932233394181,0.21910378214177129,0.03350351325510277,1.4697864466788362,2.403
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,1.0,10.0,cmos-pbit,5.0,0.09117926847347951,0.02279481711836988,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,1.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,200.00000000000003,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,1.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,791892.0799915213,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,256,1.0,10.0,sMTJ-array,8.114512409999998,0.013676890271021926,0.03699376527813855,0.6580305918858497,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,256,1.0,10.0,sMTJ-array-e2e,14.680444643394178,0.21910378214177129,0.06692761017250459,1.1904820881086218,2.403
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,256,1.0,10.0,cmos-pbit,12.331512409999998,0.09117926847347951,0.0562189140357717,1.0,1.0
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,256,1.0,10.0,fpga-sbm,1000.0000000000001,0.0182358536946959,4.558963423673976,81.09305385680591,0.19999999999999998
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,1,7.3315,1,256,1.0,10.0,cpu-numba,3959460.399957606,644.6798264604378,18051.035140892258,321084.7354576524,7070.4649999242965
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,4.0,4.0,sMTJ-array,0.783,0.013676890271021926,0.0035696683607367224,0.1566,0.15
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,4.0,4.0,sMTJ-array-e2e,3.6354999999999995,0.712292445314822,0.016574111526766737,0.7271,7.812000000000001
grid,G22,2000,10000,0.02,19.99,count_core,8,366.76,MEASURED,0,0.0,1,256,4.0,4.0,cmos-pbit,5.0,0.09117926847347951,0.02279481711836988,1.0,1.0
