scope,n,er_seed,axis,value,n_seeds,n_trials,hits,p_s,wilson_lo,wilson_hi,tts99_sweeps,tts_ratio_vs_ideal,ratio_lo,ratio_hi,ratio_geomean,ratio_min,ratio_max,target,source
per_seed,20,4,k,4,1,200,53,0.265,0.2087,0.3302,29914.9,0.6445623550230007,0.40661608137691685,1.0,,,,-13.606216893776928,this-run
per_seed,20,4,k,5,1,200,53,0.265,0.2087,0.3302,29914.9,0.6445623550230007,0.40661608137691685,1.0,,,,-13.606216893776928,this-run
per_seed,20,4,bits,6,1,200,13,0.065,0.0384,0.108,137040.8,2.9527545093310765,1.6281144421956029,6.248372753172459,,,,-13.606216893776928,dedup(span@4)
pooled,14,all,baseline,0.0,5,1000,311,0.311,0.2831,0.3404,24724.8,,,,1.0,1.0,1.0,,pooled over 5 seeds
pooled,14,all,bits,2.0,5,1000,100,0.1,0.0829,0.1202,87417.4,3.535612991666367,2.840600420146632,4.498745726311332,3.361,1.356,6.522,,pooled over 5 seeds
pooled,14,all,bits,3.0,5,1000,124,0.124,0.105,0.1459,69570.2,2.8137796859949042,2.2939522578912936,3.498059003550018,2.734,1.755,4.016,,pooled over 5 seeds
pooled,14,all,bits,4.0,5,1000,107,0.107,0.0893,0.1277,81385.9,3.2916699953617297,2.6555652652100195,4.1506352865243645,3.289,2.3,5.075,,pooled over 5 seeds
pooled,14,all,bits,5.0,5,1000,113,0.113,0.0948,0.1341,76810.3,3.1066056736204475,2.519539160005732,3.909056995286787,2.959,1.624,4.763,,pooled over 5 seeds
pooled,14,all,bits,6.0,5,1000,114,0.114,0.0958,0.1352,76094.4,3.0776532769688494,2.5084815281666453,3.8521678971560793,2.949,1.697,4.763,,pooled over 5 seeds
pooled,14,all,bits,8.0,5,1000,109,0.109,0.0912,0.1298,79804.8,3.227720817326399,2.6082622616911166,4.0719719813862865,3.085,2.059,4.763,,pooled over 5 seeds
pooled,14,all,k,1.0,5,1000,318,0.318,0.2899,0.3475,24065.1,0.9733187103078826,0.8349353805037572,1.1408591733720992,0.95,0.754,1.1,,pooled over 5 seeds
pooled,14,all,k,2.0,5,1000,333,0.333,0.3045,0.3628,22743.5,0.9198666392857854,0.7895476832074401,1.0760186373900054,0.902,0.845,0.982,,pooled over 5 seeds
pooled,14,all,k,3.0,5,1000,340,0.34,0.3113,0.3699,22166.1,0.8965106192366833,0.7699943429001331,1.0501678426618792,0.889,0.764,1.062,,pooled over 5 seeds
pooled,14,all,k,4.0,5,1000,341,0.341,0.3123,0.3709,22085.5,0.8932509644638672,0.7660003931824968,1.04379332585791,0.879,0.79,1.03,,pooled over 5 seeds
pooled,14,all,k,5.0,5,1000,337,0.337,0.3084,0.3669,22410.7,0.9064035870419466,0.776004918289048,1.0610387241237393,0.893,0.772,1.062,,pooled over 5 seeds
pooled,14,all,span,2.0,5,1000,20,0.02,0.013,0.0307,455896.3,18.438816249416263,12.408623508235339,32.06722273481347,18.974,8.323,43.274,,pooled over 5 seeds
pooled,14,all,span,3.0,5,1000,52,0.052,0.0399,0.0676,172475.8,6.975816285820566,5.287996598997149,9.613516068496377,6.985,4.577,9.21,,pooled over 5 seeds
pooled,14,all,span,4.0,5,1000,114,0.114,0.0958,0.1352,76094.4,3.0776532769688494,2.5084815281666453,3.8521678971560793,2.949,1.697,4.763,,pooled over 5 seeds
pooled,14,all,span,6.0,5,1000,236,0.236,0.2107,0.2633,34215.3,1.3838459143240154,1.1661447330279457,1.6438594183584339,1.375,0.851,1.818,,pooled over 5 seeds
pooled,14,all,span,8.0,5,1000,286,0.286,0.2589,0.3148,27340.7,1.1058017817585892,0.9413123269258624,1.3034859577183926,1.121,1.0,1.306,,pooled over 5 seeds
pooled,20,all,baseline,0.0,5,1000,431,0.431,0.4006,0.4619,16334.0,,,,1.0,1.0,1.0,,pooled over 5 seeds
pooled,20,all,bits,2.0,5,1000,140,0.14,0.1199,0.1629,61067.3,3.738655623480669,3.104558757555613,4.568873643696982,4.466,2.953,9.278,,pooled over 5 seeds
pooled,20,all,bits,3.0,5,1000,162,0.162,0.1405,0.1861,52113.2,3.1904710126151175,2.676633524609553,3.8388278442139767,3.579,2.756,6.07,,pooled over 5 seeds
pooled,20,all,bits,4.0,5,1000,139,0.139,0.1189,0.1618,61541.4,3.7676862660551067,3.129184431672398,4.600685936550584,4.077,2.735,8.637,,pooled over 5 seeds
pooled,20,all,bits,5.0,5,1000,145,0.145,0.1245,0.1682,58794.2,3.5994965248050614,2.9906119990301985,4.3848916746141695,4.162,3.108,9.278,,pooled over 5 seeds
pooled,20,all,bits,6.0,5,1000,149,0.149,0.1283,0.1724,57085.4,3.494879351414851,2.91242109391707,4.253254637251319,4.075,2.953,9.278,,pooled over 5 seeds
pooled,20,all,bits,8.0,5,1000,156,0.156,0.1348,0.1798,54305.4,3.324679172553451,2.7688172160400635,4.025311538400939,3.848,2.735,9.278,,pooled over 5 seeds
pooled,20,all,k,1.0,5,1000,405,0.405,0.375,0.4357,17739.7,1.0860583564354458,0.9471970071704454,1.2454957383746001,1.138,0.842,1.952,,pooled over 5 seeds
pooled,20,all,k,2.0,5,1000,441,0.441,0.4105,0.4719,15836.1,0.9695137827140178,0.8476783063365363,1.1079955876101713,0.956,0.723,1.185,,pooled over 5 seeds
pooled,20,all,k,3.0,5,1000,462,0.462,0.4313,0.493,14857.9,0.9096270842162953,0.7936358394649059,1.0377006374987539,0.886,0.659,1.099,,pooled over 5 seeds
pooled,20,all,k,4.0,5,1000,471,0.471,0.4402,0.502,14464.2,0.8855279564297801,0.7735365263194492,1.009115691244349,0.853,0.645,0.97,,pooled over 5 seeds
pooled,20,all,k,5.0,5,1000,470,0.47,0.4392,0.501,14507.3,0.8881621396370523,0.7761875437240651,1.012556356386657,0.86,0.645,1.023,,pooled over 5 seeds
pooled,20,all,span,2.0,5,1000,5,0.005,0.0021,0.0117,1837459.1,112.49279601164503,56.9832725823341,547.907273899965,102.388,39.591,302.068,,pooled over 5 seeds
pooled,20,all,span,3.0,5,1000,68,0.068,0.054,0.0853,130787.0,8.007030859944834,6.267085908650282,10.549404099292653,9.295,2.735,44.552,,pooled over 5 seeds
pooled,20,all,span,4.0,5,1000,149,0.149,0.1283,0.1724,57085.4,3.494879351414851,2.91242109391707,4.253254637251319,4.075,2.953,9.278,,pooled over 5 seeds
pooled,20,all,span,6.0,5,1000,317,0.317,0.2889,0.3465,24157.6,1.4789755666911597,1.2773368020205127,1.7154664472817245,1.591,1.223,1.879,,pooled over 5 seeds
pooled,20,all,span,8.0,5,1000,401,0.401,0.3711,0.4317,17971.6,1.1002571659073466,0.9598238483592404,1.26034154539286,1.138,1.03,1.357,,pooled over 5 seeds
