instance,n,target,ps_smtj,ps_sa,tts99_smtj,tts99_sa,speedup_sa_over_smtj,energy_min_smtj,energy_min_sa,energy_median_smtj,energy_median_sa,time_median_smtj,time_median_sa,n_trials,n_sweeps,update_mode,schedule
burma14,196,-1332117.5,0.01,0.01,501.6192242513831,475.66642920198024,0.9482619608765297,-1332117.5,-1332117.5,-1330859.75,-1330841.25,1.0947351499926299,1.038095699972473,100,50000,async_numba,geometric
ulysses16,256,-4490662.0,0.01,0.01,682.6054830061229,659.0290825845607,0.9654611616687663,-4490662.0,-4490662.0,-4488607.75,-4488591.75,1.489720049983589,1.4382668500184081,100,50000,async_numba,geometric
