M,bp,bq,N_spins,penalty,p_success,constraint_rate,tts99_wall,time_median,n_trials,n_sweeps
129,2,5,9,16642.0,0.0,1.0,inf,0.0987195499765221,200,20000
129,2,6,11,16642.0,0.02,1.0,22.76788504385635,0.09988185000838712,200,20000
129,2,7,13,16642.0,0.01,1.0,47.79491425642157,0.10430774997803383,200,20000
129,2,8,15,16642.0,0.01,1.0,49.05808628005828,0.1070645000145305,200,20000
